prompt_idx,template,clean_sentence,corrupted_sentence,clean_IO,clean_S,corrupted_IO,corrupted_S,clean_io_token_id,clean_s_token_id,corrupted_io_token_id,corrupted_s_token_id,end_position,place,object
1285,ABBA,"After Matthew and Tiffany went to the restaurant, Tiffany gave a snack to Matthew","After Tiffany and Matthew went to the restaurant, Matthew gave a snack to Tiffany",Matthew,Tiffany,Tiffany,Matthew,23739,78477,78477,23739,14,restaurant,snack
1286,ABBA,"Then, Sarah and Michael had a long argument, and afterwards Michael said to Sarah","Then, Michael and Sarah had a long argument, and afterwards Sarah said to Michael",Sarah,Michael,Michael,Sarah,19400,7939,7939,19400,15,office,computer
1287,BABA,"Then, Allison and Christina were working at the restaurant. Allison decided to give a snack to Christina","Then, Christina and Allison were working at the restaurant. Christina decided to give a snack to Allison",Christina,Allison,Allison,Christina,58025,64426,64426,58025,18,restaurant,snack
1288,ABBA,"Then, Katie and Andrew had a long argument, and afterwards Andrew said to Katie","Then, Andrew and Katie had a long argument, and afterwards Katie said to Andrew",Katie,Andrew,Andrew,Katie,46526,15970,15970,46526,15,station,ring
1289,ABBA,"Then, Alexander and Paul went to the hospital. Paul gave a ring to Alexander","Then, Paul and Alexander went to the hospital. Alexander gave a ring to Paul",Alexander,Paul,Paul,Alexander,16188,6369,6369,16188,15,hospital,ring
1290,BABA,"After Eric and Travis went to the office, Eric gave a kiss to Travis","After Travis and Eric went to the office, Travis gave a kiss to Eric",Travis,Eric,Eric,Travis,52664,19288,19288,52664,14,office,kiss
1291,ABBA,"Then, Amanda and Erica had a long argument, and afterwards Erica said to Amanda","Then, Erica and Amanda had a long argument, and afterwards Amanda said to Erica",Amanda,Erica,Erica,Amanda,43069,95692,95692,43069,15,school,basketball
1292,BABA,"Then, Thomas and Samuel had a lot of fun at the store. Thomas gave a kiss to Samuel","Then, Samuel and Thomas had a lot of fun at the store. Samuel gave a kiss to Thomas",Samuel,Thomas,Thomas,Samuel,19784,7536,7536,19784,19,store,kiss
1293,ABBA,"Then, Charles and Alexander were working at the garden. Alexander decided to give a drink to Charles","Then, Alexander and Charles were working at the garden. Charles decided to give a drink to Alexander",Charles,Alexander,Alexander,Charles,8868,16188,16188,8868,18,garden,drink
1294,BABA,"When Laura and Sean got a necklace at the store, Laura decided to give it to Sean","When Sean and Laura got a necklace at the store, Sean decided to give it to Laura",Sean,Laura,Laura,Sean,34723,24277,24277,34723,17,store,necklace
1295,BABA,"After Vanessa and Justin went to the office, Vanessa gave a drink to Justin","After Justin and Vanessa went to the office, Justin gave a drink to Vanessa",Justin,Vanessa,Vanessa,Justin,27031,68439,68439,27031,14,office,drink
1296,ABBA,"Then, Christopher and Timothy had a long argument, and afterwards Timothy said to Christopher","Then, Timothy and Christopher had a long argument, and afterwards Christopher said to Timothy",Christopher,Timothy,Timothy,Christopher,27402,44708,44708,27402,15,office,computer
1297,BABA,"Then, Robert and Angela were working at the station. Robert decided to give a drink to Angela","Then, Angela and Robert were working at the station. Angela decided to give a drink to Robert",Angela,Robert,Robert,Angela,43971,7866,7866,43971,18,station,drink
1298,BABA,"Then, Timothy and Aaron had a lot of fun at the house. Timothy gave a drink to Aaron","Then, Aaron and Timothy had a lot of fun at the house. Aaron gave a drink to Timothy",Aaron,Timothy,Timothy,Aaron,32057,44708,44708,32057,19,house,drink
1299,ABBA,"Then, Andrea and Gregory went to the restaurant. Gregory gave a basketball to Andrea","Then, Gregory and Andrea went to the restaurant. Andrea gave a basketball to Gregory",Andrea,Gregory,Gregory,Andrea,32492,39706,39706,32492,15,restaurant,basketball
1300,ABBA,"When Stephen and Nathan got a drink at the garden, Nathan decided to give it to Stephen","When Nathan and Stephen got a drink at the garden, Stephen decided to give it to Nathan",Stephen,Nathan,Nathan,Stephen,18653,32743,32743,18653,17,garden,drink
1301,ABBA,"After Michael and Jeremy went to the hospital, Jeremy gave a drink to Michael","After Jeremy and Michael went to the hospital, Michael gave a drink to Jeremy",Michael,Jeremy,Jeremy,Michael,7939,42219,42219,7939,14,hospital,drink
1302,ABBA,"Then, Angela and Jacob went to the restaurant. Jacob gave a basketball to Angela","Then, Jacob and Angela went to the restaurant. Angela gave a basketball to Jacob",Angela,Jacob,Jacob,Angela,43971,21297,21297,43971,15,restaurant,basketball
1303,ABBA,"Then, Amy and Christina went to the station. Christina gave a ring to Amy","Then, Christina and Amy went to the station. Amy gave a ring to Christina",Amy,Christina,Christina,Amy,27161,58025,58025,27161,15,station,ring
1304,ABBA,"Then, Erin and Angela were thinking about going to the station. Angela wanted to give a basketball to Erin","Then, Angela and Erin were thinking about going to the station. Erin wanted to give a basketball to Angela",Erin,Angela,Angela,Erin,42201,43971,43971,42201,20,station,basketball
1305,ABBA,"Then, Michael and Sarah had a lot of fun at the hospital. Sarah gave a snack to Michael","Then, Sarah and Michael had a lot of fun at the hospital. Michael gave a snack to Sarah",Michael,Sarah,Sarah,Michael,7939,19400,19400,7939,19,hospital,snack
1306,ABBA,"After Lindsey and Jose went to the house, Jose gave a bone to Lindsey","After Jose and Lindsey went to the house, Lindsey gave a bone to Jose",Lindsey,Jose,Jose,Lindsey,95807,8289,8289,95807,14,house,bone
1307,BABA,"Then, Bryan and Katie were working at the store. Bryan decided to give a kiss to Katie","Then, Katie and Bryan were working at the store. Katie decided to give a kiss to Bryan",Katie,Bryan,Bryan,Katie,46526,39746,39746,46526,18,store,kiss
1308,BABA,"Then, Erin and Thomas had a lot of fun at the office. Erin gave a snack to Thomas","Then, Thomas and Erin had a lot of fun at the office. Thomas gave a snack to Erin",Thomas,Erin,Erin,Thomas,7536,42201,42201,7536,19,office,snack
1309,BABA,"Then, Kevin and Emily were thinking about going to the station. Kevin wanted to give a kiss to Emily","Then, Emily and Kevin were thinking about going to the station. Emily wanted to give a kiss to Kevin",Emily,Kevin,Kevin,Emily,31325,19934,19934,31325,20,station,kiss
1310,ABBA,"Then, Kelly and Christine had a long argument, and afterwards Christine said to Kelly","Then, Christine and Kelly had a long argument, and afterwards Kelly said to Christine",Kelly,Christine,Christine,Kelly,20950,45698,45698,20950,15,store,computer
1311,ABBA,"Then, Katherine and Amanda went to the office. Amanda gave a snack to Katherine","Then, Amanda and Katherine went to the office. Katherine gave a snack to Amanda",Katherine,Amanda,Amanda,Katherine,58448,43069,43069,58448,15,office,snack
1312,BABA,"Then, Richard and Jason went to the store. Richard gave a computer to Jason","Then, Jason and Richard went to the store. Jason gave a computer to Richard",Jason,Richard,Richard,Jason,23019,9135,9135,23019,15,store,computer
1313,ABBA,"Then, Benjamin and Kenneth had a long argument, and afterwards Kenneth said to Benjamin","Then, Kenneth and Benjamin had a long argument, and afterwards Benjamin said to Kenneth",Benjamin,Kenneth,Kenneth,Benjamin,27316,40980,40980,27316,15,store,computer
1314,ABBA,"When Nathan and Kenneth got a bone at the school, Kenneth decided to give it to Nathan","When Kenneth and Nathan got a bone at the school, Nathan decided to give it to Kenneth",Nathan,Kenneth,Kenneth,Nathan,32743,40980,40980,32743,17,school,bone
1315,BABA,"Then, Gregory and John had a lot of fun at the restaurant. Gregory gave a necklace to John","Then, John and Gregory had a lot of fun at the restaurant. John gave a necklace to Gregory",John,Gregory,Gregory,John,3350,39706,39706,3350,19,restaurant,necklace
1316,ABBA,"Then, Laura and Jesse were thinking about going to the hospital. Jesse wanted to give a necklace to Laura","Then, Jesse and Laura were thinking about going to the hospital. Laura wanted to give a necklace to Jesse",Laura,Jesse,Jesse,Laura,24277,46041,46041,24277,20,hospital,necklace
1317,ABBA,"After Sara and Katherine went to the restaurant, Katherine gave a ring to Sara","After Katherine and Sara went to the restaurant, Sara gave a ring to Katherine",Sara,Katherine,Katherine,Sara,34315,58448,58448,34315,14,restaurant,ring
1318,ABBA,"Then, Samantha and Timothy went to the station. Timothy gave a drink to Samantha","Then, Timothy and Samantha went to the station. Samantha gave a drink to Timothy",Samantha,Timothy,Timothy,Samantha,73605,44708,44708,73605,15,station,drink
1319,ABBA,"Then, William and Joseph had a long argument, and afterwards Joseph said to William","Then, Joseph and William had a long argument, and afterwards William said to Joseph",William,Joseph,Joseph,William,7130,10954,10954,7130,15,restaurant,basketball
1320,ABBA,"Then, Nicole and Angela were thinking about going to the garden. Angela wanted to give a drink to Nicole","Then, Angela and Nicole were thinking about going to the garden. Nicole wanted to give a drink to Angela",Nicole,Angela,Angela,Nicole,42462,43971,43971,42462,20,garden,drink
1321,BABA,"Then, Andrew and David were working at the store. Andrew decided to give a snack to David","Then, David and Andrew were working at the store. David decided to give a snack to Andrew",David,Andrew,Andrew,David,6046,15970,15970,6046,18,store,snack
1322,ABBA,"Then, Rachel and Katie had a long argument, and afterwards Katie said to Rachel","Then, Katie and Rachel had a long argument, and afterwards Rachel said to Katie",Rachel,Katie,Katie,Rachel,32758,46526,46526,32758,15,restaurant,snack
1323,BABA,"Then, Bradley and Samantha were thinking about going to the restaurant. Bradley wanted to give a computer to Samantha","Then, Samantha and Bradley were thinking about going to the restaurant. Samantha wanted to give a computer to Bradley",Samantha,Bradley,Bradley,Samantha,73605,42915,42915,73605,20,restaurant,computer
1324,ABBA,"Then, Cody and Ryan had a lot of fun at the restaurant. Ryan gave a bone to Cody","Then, Ryan and Cody had a lot of fun at the restaurant. Cody gave a bone to Ryan",Cody,Ryan,Ryan,Cody,67768,18894,18894,67768,19,restaurant,bone
1325,BABA,"Then, Rachel and Elizabeth went to the school. Rachel gave a bone to Elizabeth","Then, Elizabeth and Rachel went to the school. Elizabeth gave a bone to Rachel",Elizabeth,Rachel,Rachel,Elizabeth,15419,32758,32758,15419,15,school,bone
1326,ABBA,"After Mark and Katie went to the garden, Katie gave a kiss to Mark","After Katie and Mark went to the garden, Mark gave a kiss to Katie",Mark,Katie,Katie,Mark,4082,46526,46526,4082,14,garden,kiss
1327,ABBA,"Then, Patrick and Allison had a lot of fun at the store. Allison gave a basketball to Patrick","Then, Allison and Patrick had a lot of fun at the store. Patrick gave a basketball to Allison",Patrick,Allison,Allison,Patrick,19785,64426,64426,19785,19,store,basketball
1328,ABBA,"After Ashley and Kristen went to the store, Kristen gave a snack to Ashley","After Kristen and Ashley went to the store, Ashley gave a snack to Kristen",Ashley,Kristen,Kristen,Ashley,42702,76665,76665,42702,14,store,snack
1329,ABBA,"After Melissa and Jennifer went to the hospital, Jennifer gave a ring to Melissa","After Jennifer and Melissa went to the hospital, Melissa gave a ring to Jennifer",Melissa,Jennifer,Jennifer,Melissa,52521,30904,30904,52521,14,hospital,ring
1330,BABA,"Then, Ryan and John had a lot of fun at the school. Ryan gave a basketball to John","Then, John and Ryan had a lot of fun at the school. John gave a basketball to Ryan",John,Ryan,Ryan,John,3350,18894,18894,3350,19,school,basketball
1331,ABBA,"Then, Jose and Danielle went to the garden. Danielle gave a bone to Jose","Then, Danielle and Jose went to the garden. Jose gave a bone to Danielle",Jose,Danielle,Danielle,Jose,8289,84486,84486,8289,15,garden,bone
1332,ABBA,"Then, Cody and Thomas were thinking about going to the office. Thomas wanted to give a necklace to Cody","Then, Thomas and Cody were thinking about going to the office. Cody wanted to give a necklace to Thomas",Cody,Thomas,Thomas,Cody,67768,7536,7536,67768,20,office,necklace
1333,ABBA,"Then, Jamie and Christine went to the school. Christine gave a kiss to Jamie","Then, Christine and Jamie went to the school. Jamie gave a kiss to Christine",Jamie,Christine,Christine,Jamie,40742,45698,45698,40742,15,school,kiss
1334,ABBA,"After Katherine and Bradley went to the school, Bradley gave a basketball to Katherine","After Bradley and Katherine went to the school, Katherine gave a basketball to Bradley",Katherine,Bradley,Bradley,Katherine,58448,42915,42915,58448,14,school,basketball
1335,ABBA,"When Jonathan and Allison got a kiss at the store, Allison decided to give it to Jonathan","When Allison and Jonathan got a kiss at the store, Jonathan decided to give it to Allison",Jonathan,Allison,Allison,Jonathan,25571,64426,64426,25571,17,store,kiss
1336,BABA,"When Shannon and Jamie got a bone at the office, Shannon decided to give it to Jamie","When Jamie and Shannon got a bone at the office, Jamie decided to give it to Shannon",Jamie,Shannon,Shannon,Jamie,40742,54673,54673,40742,17,office,bone
1337,BABA,"Then, Joseph and Alexander were working at the office. Joseph decided to give a drink to Alexander","Then, Alexander and Joseph were working at the office. Alexander decided to give a drink to Joseph",Alexander,Joseph,Joseph,Alexander,16188,10954,10954,16188,18,office,drink
1338,BABA,"After Kelly and Heather went to the house, Kelly gave a kiss to Heather","After Heather and Kelly went to the house, Heather gave a kiss to Kelly",Heather,Kelly,Kelly,Heather,51593,20950,20950,51593,14,house,kiss
1339,BABA,"Then, Ryan and Laura had a lot of fun at the garden. Ryan gave a bone to Laura","Then, Laura and Ryan had a lot of fun at the garden. Laura gave a bone to Ryan",Laura,Ryan,Ryan,Laura,24277,18894,18894,24277,19,garden,bone
1340,BABA,"Then, Kimberly and Bradley were working at the hospital. Kimberly decided to give a ring to Bradley","Then, Bradley and Kimberly were working at the hospital. Bradley decided to give a ring to Kimberly",Bradley,Kimberly,Kimberly,Bradley,42915,102292,102292,42915,18,hospital,ring
